citrusfruit,semi-finished bread,margarine,ready soups,butter,curd,grapes,pork,curd
frankfurter,citrusfruit,,,,,,,
frankfurter,citrusfruit,,,,,,,
frankfurter,citrusfruit,,,,,,,
frankfurter,citrusfruit,,,,,,,
frankfurter,citrusfruit,,,,,,,
frankfurter,citrusfruit,,,,,,,
frankfurter,citrusfruit,,,,,,,
frankfurter,citrusfruit,,,,,,,
,,,brownbread,cream cheese ,yogurt,,,
frankfurter,condensed milk,,,,,,,
frankfurter,condensed milk,,,,,,,
frankfurter,condensed milk,,,,,,,
frankfurter,cream,yogurt,brownbread,wholemilk,root vegetables,,,
frankfurter,cream cheese ,brownbread,yogurt,rolls/buns,frozen vegetables,,,
,,,butter,,,,,
frankfurter,cream cheese ,grapes,,curd,frozen meals,,,
,,,buttermilk,domesticeggs,brownbread,,,
frankfurter,cream cheese ,,,,,,,
frankfurter,cream cheese ,,,,,,,
frankfurter,cream cheese ,,,,,,,
frankfurter,cream cheese ,,,,,,,
frankfurter,cream cheese ,,,,,,,
frankfurter,curd,frozen meals,yogurt,frozen vegetables,pip fruit,,,
frankfurter,curd,hamburger meat,,root vegetables,root vegetables,,,
frankfurter,curd,pip fruit,,rolls/buns,butter,,,
frankfurter,curd,wholemilk,,root vegetables,grapes,,,
frankfurter,curd,wholemilk,tropicalfruit,,,,,
frankfurter,curd,yogurt,butter,,,,,
frankfurter,curd,yogurt,curd,wholemilk,yogurt,pork,brownbread,hamburger meat
frankfurter,curd,yogurt,wholemilk,frozen meals,citrusfruit,,,
frankfurter,curd,,,,,,,
frankfurter,curd,,,,,,,
frankfurter,curd,,,,,,,
frankfurter,curd,,,,,,,
frankfurter,curd,,,,,,,
frankfurter,curd cheese,domesticeggs,butter,,,,,
frankfurter,curd cheese,wholemilk,wholemilk,,,,,
frankfurter,domesticeggs,citrusfruit,,citrusfruit,yogurt,,,
frankfurter,domesticeggs,frozen vegetables,,wholemilk,grapes,,,
frankfurter,domesticeggs,specialty chocolate,butter,wholemilk,tropicalfruit,,,
frankfurter,domesticeggs,wholemilk,domesticeggs,butter,fruit/vegetable juice,,,
frankfurter,domesticeggs,yogurt,,brownbread,wholemilk,,,
frankfurter,domesticeggs,,,,,,,
frankfurter,domesticeggs,,,,,,,
frankfurter,domesticeggs,,,,,,,
frankfurter,fish,beef,,yogurt,yogurt,,,
frankfurter,fish,wholemilk,domesticeggs,,,,,
frankfurter,fish,,,,,,,
frankfurter,frozen fish,yogurt,wholemilk,,,,,
,,,yogurt,,,,,
,,,brownbread,,,,,
,,,yogurt,,,,,
frankfurter,frozen meals,yogurt,wholemilk,root vegetables,brownbread,,,
frankfurter,frozen meals,,,,,,,
frankfurter,frozen meals,,,,,,,
frankfurter,frozen meals,,,,,,,
frankfurter,frozen vegetables,citrusfruit,yogurt,wholemilk,yogurt,,,
frankfurter,frozen vegetables,hamburger meat,wholemilk,,,,,
,,,brownbread,yogurt,frozen vegetables,wholemilk,,
,,,curd,,,,,
,,,butter,,,,,
,,,yogurt,,,,,
frankfurter,frozen vegetables,pork,buttermilk,,,,,
frankfurter,frozen vegetables,pork,wholemilk,wholemilk,,,,
frankfurter,frozen vegetables,wholemilk,,,,,,
frankfurter,frozen vegetables,,,,,,,
frankfurter,frozen vegetables,,,,,,,
frankfurter,frozen vegetables,,,,,,,
frankfurter,frozen vegetables,,,,,,,
frankfurter,frozen vegetables,,,,,,,
frankfurter,frozen vegetables,,,,,,,
frankfurter,frozen vegetables,,,,,,,
frankfurter,fruit/vegetable juice,brownbread,buttermilk,wholemilk,,,,
frankfurter,fruit/vegetable juice,butter,citrusfruit,,,,,
frankfurter,fruit/vegetable juice,buttermilk,curd cheese,wholemilk,wholemilk,,,
frankfurter,fruit/vegetable juice,citrusfruit,,wholemilk,pip fruit,,,
,,,butter,tropicalfruit,frozen meals,,,
frankfurter,fruit/vegetable juice,wholemilk,curd,citrusfruit,flour,,,
frankfurter,fruit/vegetable juice,,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,
frankfurter,grapes,grapes,curd,root vegetables,buttermilk,,,
frankfurter,grapes,other vegetables,butter,tropicalfruit,pip fruit,,,
frankfurter,grapes,other vegetables,yogurt,,,,,
frankfurter,grapes,pip fruit,chicken,wholemilk,pork,,,
frankfurter,grapes,root vegetables,cereals,,,,,
frankfurter,grapes,spices,,,,,,
frankfurter,grapes,wholemilk,,grapes,root vegetables,,,
frankfurter,grapes,wholemilk,tropicalfruit,wholemilk,butter,other vegetables,yogurt,fruit/vegetable juice
frankfurter,grapes,wholemilk,wholemilk,curd,wholemilk,,,
frankfurter,grapes,,,,,,,
frankfurter,grapes,,,,,,,
frankfurter,grapes,,,,,,,
frankfurter,grapes,,,,,,,
frankfurter,hamburger meat,butter,tropicalfruit,cream cheese ,other vegetables,,,
frankfurter,hamburger meat,buttermilk,,,,,,
frankfurter,hamburger meat,curd,,,,,,
frankfurter,hamburger meat,curd,wholemilk,,,,,
frankfurter,hamburger meat,frozen vegetables,tropicalfruit,brownbread,wholemilk,,,
frankfurter,hamburger meat,other vegetables,brownbread,root vegetables,,,,
frankfurter,hamburger meat,other vegetables,domesticeggs,,,,,
frankfurter,hamburger meat,tropicalfruit,wholemilk,tropicalfruit,frozen vegetables,,,
frankfurter,hamburger meat,wholemilk,,,,,,
frankfurter,hamburger meat,,,,,,,
frankfurter,hamburger meat,,,,,,,
frankfurter,hamburger meat,,,,,,,
frankfurter,hamburger meat,,,,,,,
frankfurter,meat,buttermilk,wholemilk,tropicalfruit,curd,,,
frankfurter,meat,domesticeggs,chicken,wholemilk,root vegetables,,,
frankfurter,meat,frozen vegetables,,rolls/buns,other vegetables,,,
frankfurter,meat,other vegetables,wholemilk,wholemilk,wholemilk,,,
frankfurter,meat,other vegetables,yogurt,,,,,
frankfurter,meat,other vegetables,yogurt,,,,,
frankfurter,meat,specialty chocolate,yogurt,,,,,
frankfurter,meat,tropicalfruit,yogurt,,,,,
frankfurter,meat,wholemilk,,yogurt,root vegetables,,,
frankfurter,meat,,,,,,,
frankfurter,meat,,,,,,,
frankfurter,meat,,,,,,,
frankfurter,meat,,,,,,,
frankfurter,meat,,,,,,,
frankfurter,meat,,,,,,,
frankfurter,meat,,,,,,,
frankfurter,meat spreads,honey,wholemilk,,,,,
frankfurter,meat spreads,,,,,,,
frankfurter,nuts/prunes,buttermilk,wholemilk,,,,,
,,,,rolls/buns,,,,
frankfurter,packaged fruit/vegetables,butter,butter,,,,,
,,,,root vegetables,root vegetables,citrusfruit,root vegetables,frozen fish
frankfurter,packaged fruit/vegetables,wholemilk,yogurt,rolls/buns,other vegetables,tropicalfruit,pip fruit,wholemilk
frankfurter,packaged fruit/vegetables,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,
frankfurter,pork,chicken,yogurt,,,,,
frankfurter,pork,citrusfruit,yogurt,,,,,
frankfurter,pork,frozen meals,,rolls/buns,other vegetables,root vegetables,brownbread,butter
frankfurter,pork,frozen vegetables,,wholemilk,domesticeggs,pork,wholemilk,tropicalfruit
frankfurter,pork,root vegetables,wholemilk,,,,,
frankfurter,pork,spread cheese,wholemilk,citrusfruit,spread cheese,,,
frankfurter,pork,tropicalfruit,grapes,,,,,
frankfurter,pork,wholemilk,butter,pork,other vegetables,,,
frankfurter,pork,wholemilk,,tropicalfruit,citrusfruit,,,
frankfurter,pork,wholemilk,wholemilk,,,,,
frankfurter,pork,,,,,,,
frankfurter,pork,,,,,,,
frankfurter,pork,,,,,,,
frankfurter,pork,,,,,,,
frankfurter,pork,,,,,,,
frankfurter,pork,,,,,,,
frankfurter,pork,,,,,,,
frankfurter,pork,,,,,,,
frankfurter,pork,,,,,,,
frankfurter,rolls/buns,brownbread,curd,,,,,
frankfurter,rolls/buns,butter,tropicalfruit,,,,,
frankfurter,rolls/buns,citrusfruit,,,,,,
frankfurter,rolls/buns,curd,curd,butter,root vegetables,,,
frankfurter,rolls/buns,domesticeggs,,,,,,
frankfurter,rolls/buns,frozen vegetables,domesticeggs,,,,,
frankfurter,rolls/buns,frozen vegetables,,,,,,
frankfurter,rolls/buns,frozen vegetables,wholemilk,,,,,
frankfurter,rolls/buns,fruit/vegetable juice,grapes,,,,,
frankfurter,rolls/buns,fruit/vegetable juice,wholemilk,,,,,
frankfurter,rolls/buns,grapes,yogurt,rolls/buns,,,,
frankfurter,rolls/buns,hamburger meat,,beef,brownbread,hamburger meat,tropicalfruit,tropicalfruit
frankfurter,rolls/buns,other vegetables,curd,citrusfruit,wholemilk,,,
frankfurter,rolls/buns,other vegetables,domesticeggs,hamburger meat,,,,
frankfurter,rolls/buns,other vegetables,domesticeggs,tropicalfruit,yogurt,,,
frankfurter,rolls/buns,other vegetables,,citrusfruit,yogurt,,,
frankfurter,rolls/buns,other vegetables,,,,,,
frankfurter,rolls/buns,other vegetables,tropicalfruit,wholemilk,frozen vegetables,citrusfruit,,
frankfurter,rolls/buns,other vegetables,wholemilk,domesticeggs,condensed milk,,,
frankfurter,rolls/buns,other vegetables,wholemilk,frozen vegetables,,,,
frankfurter,rolls/buns,other vegetables,yogurt,,,,,
frankfurter,rolls/buns,pork,,,,,,
frankfurter,rolls/buns,root vegetables,curd,,,,,
frankfurter,rolls/buns,root vegetables,,,,,,
frankfurter,rolls/buns,root vegetables,wholemilk,pork,pip fruit,,,
frankfurter,rolls/buns,soft cheese,,,,,,
frankfurter,rolls/buns,specialty chocolate,butter,cream cheese ,,,,
frankfurter,rolls/buns,spread cheese,butter,,,,,
frankfurter,rolls/buns,tropicalfruit,yogurt,wholemilk,fruit/vegetable juice,root vegetables,,
frankfurter,rolls/buns,wholemilk,,yogurt,,,,
frankfurter,rolls/buns,wholemilk,yogurt,beef,brownbread,root vegetables,root vegetables,wholemilk
frankfurter,rolls/buns,yogurt,butter,,,,,
frankfurter,rolls/buns,yogurt,,,,,,
frankfurter,rolls/buns,yogurt,wholemilk,pork,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,rolls/buns,,,,,,,
frankfurter,root vegetables,brownbread,butter,,,,,
frankfurter,root vegetables,brownbread,,frozen vegetables,wholemilk,,,
frankfurter,root vegetables,chicken,,rolls/buns,frozen vegetables,,,
frankfurter,root vegetables,citrusfruit,wholemilk,root vegetables,domesticeggs,,,
frankfurter,root vegetables,domesticeggs,brownbread,wholemilk,other vegetables,,,
,,,domesticeggs,wholemilk,beef,,,
,,,,domesticeggs,root vegetables,wholemilk,cannedfish,beef
,,,butter,,,,,
frankfurter,root vegetables,grapes,,,,,,
,,,brownbread,soft cheese,,,,
,,,brownbread,,,,,
,,,domesticeggs,yogurt,other vegetables,,,
,,,,tropicalfruit,butter,,,
,,,,canned vegetables,,,,
,,,,citrusfruit,citrusfruit,,,
,,,,butter,yogurt,,,
,,,wholemilk,,,,,
,,,grapes,brownbread,brownbread,wholemilk,domesticeggs,tropicalfruit
,,,,curd,brownbread,,,
,,,wholemilk,cream cheese ,curd,,,
,,,yogurt,root vegetables,,,,
frankfurter,root vegetables,pork,buttermilk,,,,,
frankfurter,root vegetables,pork,,beef,butter,,,
,,,butter,meat,,,,
,,,curd,brownbread,citrusfruit,,,
,,,,buttermilk,citrusfruit,,,
,,,,packaged fruit/vegetables,,,,
frankfurter,root vegetables,specialty cheese,brownbread,,,,,
,,,brownbread,,,,,
,,,,rolls/buns,brownbread,,,
frankfurter,root vegetables,wholemilk,,wholemilk,pip fruit,,,
frankfurter,root vegetables,wholemilk,,,,,,
frankfurter,root vegetables,yogurt,,rolls/buns,wholemilk,other vegetables,curd,tropicalfruit
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,root vegetables,,,,,,,
frankfurter,soft cheese,other vegetables,,,,,,
frankfurter,soft cheese,other vegetables,wholemilk,,,,,
frankfurter,soft cheese,root vegetables,brownbread,,,,,
frankfurter,soft cheese,,,,,,,
frankfurter,soft cheese,,,,,,,
frankfurter,spread cheese,yogurt,grapes,butter,frozen meals,,,
frankfurter,spread cheese,,,,,,,
frankfurter,tropicalfruit,brownbread,yogurt,root vegetables,citrusfruit,,,
frankfurter,tropicalfruit,butter,,citrusfruit,root vegetables,,,
frankfurter,tropicalfruit,butter,wholemilk,,,,,
frankfurter,tropicalfruit,buttermilk,,wholemilk,root vegetables,,,
frankfurter,tropicalfruit,curd,,tropicalfruit,other vegetables,wholemilk,wholemilk,buttermilk
frankfurter,tropicalfruit,curd,wholemilk,wholemilk,wholemilk,tropicalfruit,tropicalfruit,domesticeggs
frankfurter,tropicalfruit,curd,yogurt,,,,,
frankfurter,tropicalfruit,domesticeggs,,,,,,
frankfurter,tropicalfruit,flour,,condensed milk,curd,,,
frankfurter,tropicalfruit,frozen fish,yogurt,,,,,
frankfurter,tropicalfruit,frozen vegetables,wholemilk,wholemilk,pip fruit,,,
frankfurter,tropicalfruit,grapes,,wholemilk,frozen meals,,,
frankfurter,tropicalfruit,other vegetables,citrusfruit,yogurt,beef,,,
frankfurter,tropicalfruit,other vegetables,,,,,,
frankfurter,tropicalfruit,other vegetables,,beef,other vegetables,,,
frankfurter,tropicalfruit,other vegetables,,wholemilk,fruit/vegetable juice,,,
frankfurter,tropicalfruit,other vegetables,yogurt,,,,,
frankfurter,tropicalfruit,root vegetables,domesticeggs,beef,other vegetables,other vegetables,yogurt,flour
frankfurter,tropicalfruit,root vegetables,,yogurt,,,,
frankfurter,tropicalfruit,specialty chocolate,tropicalfruit,,,,,
frankfurter,tropicalfruit,tropicalfruit,,tropicalfruit,grapes,,,
frankfurter,tropicalfruit,wholemilk,curd,tropicalfruit,frozen vegetables,,,
frankfurter,tropicalfruit,wholemilk,curd,yogurt,yogurt,,,
frankfurter,tropicalfruit,wholemilk,domesticeggs,yogurt,yogurt,condensed milk,yogurt,butter
frankfurter,tropicalfruit,wholemilk,domesticeggs,,,,,
frankfurter,tropicalfruit,wholemilk,,,,,,
frankfurter,tropicalfruit,wholemilk,,beef,specialty cheese,,,
frankfurter,tropicalfruit,wholemilk,turkey,wholemilk,wholemilk,,,
frankfurter,tropicalfruit,wholemilk,wholemilk,,,,,
frankfurter,tropicalfruit,yogurt,,hamburger meat,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,tropicalfruit,,,,,,,
frankfurter,wholemilk,butter,curd,soft cheese,other vegetables,,,
frankfurter,wholemilk,butter,,frozen meals,domesticeggs,,,
frankfurter,wholemilk,butter,,,,,,
frankfurter,wholemilk,butter,wholemilk,,,,,
frankfurter,wholemilk,buttermilk,wholemilk,cream cheese ,yogurt,,,
frankfurter,wholemilk,buttermilk,yogurt,tropicalfruit,yogurt,,,
frankfurter,wholemilk,citrusfruit,,,,,,
frankfurter,wholemilk,citrusfruit,,,,,,
frankfurter,wholemilk,curd,citrusfruit,wholemilk,yogurt,,,
frankfurter,wholemilk,domesticeggs,butter,,,,,
frankfurter,wholemilk,domesticeggs,,fruit/vegetable juice,other vegetables,,,
frankfurter,wholemilk,domesticeggs,yogurt,rolls/buns,tropicalfruit,,,
frankfurter,wholemilk,domesticeggs,yogurt,root vegetables,flour,,,
frankfurter,wholemilk,frozen meals,yogurt,yogurt,wholemilk,,,
frankfurter,wholemilk,frozen vegetables,,hamburger meat,brownbread,,,
frankfurter,wholemilk,fruit/vegetable juice,curd,root vegetables,fruit/vegetable juice,,,
frankfurter,wholemilk,grapes,,curd,yogurt,,,
frankfurter,wholemilk,grapes,wholemilk,frozen meals,brownbread,,,
frankfurter,wholemilk,meat,brownbread,,,,,
frankfurter,wholemilk,meat,tropicalfruit,root vegetables,,,,
frankfurter,wholemilk,other vegetables,beef,tropicalfruit,other vegetables,,,
frankfurter,wholemilk,other vegetables,buttermilk,butter,yogurt,,,
frankfurter,wholemilk,other vegetables,,meat,pip fruit,,,
frankfurter,wholemilk,other vegetables,,citrusfruit,root vegetables,,,
frankfurter,wholemilk,other vegetables,,root vegetables,other vegetables,,,
frankfurter,wholemilk,other vegetables,,buttermilk,wholemilk,,,
frankfurter,wholemilk,other vegetables,,root vegetables,brownbread,,,
frankfurter,wholemilk,other vegetables,,,,,,
frankfurter,wholemilk,other vegetables,wholemilk,frozen vegetables,yogurt,,,
frankfurter,wholemilk,other vegetables,wholemilk,hamburger meat,specialty chocolate,,,
frankfurter,wholemilk,other vegetables,wholemilk,wholemilk,canned vegetables,,,
frankfurter,wholemilk,other vegetables,yogurt,brownbread,cannedfish,,,
frankfurter,wholemilk,other vegetables,yogurt,pork,cannedfish,,,
frankfurter,wholemilk,other vegetables,yogurt,wholemilk,other vegetables,,,
frankfurter,wholemilk,pip fruit,,,,,,
frankfurter,wholemilk,pip fruit,,,,,,
frankfurter,wholemilk,pip fruit,,,,,,
frankfurter,wholemilk,pip fruit,,citrusfruit,yogurt,,,
frankfurter,wholemilk,pip fruit,,,,,,
frankfurter,wholemilk,pip fruit,wholemilk,yogurt,,,,
frankfurter,wholemilk,root vegetables,brownbread,rolls/buns,other vegetables,beef,root vegetables,wholemilk
frankfurter,wholemilk,root vegetables,brownbread,,,,,
frankfurter,wholemilk,root vegetables,,tropicalfruit,root vegetables,,,
frankfurter,wholemilk,root vegetables,,wholemilk,pip fruit,,,
frankfurter,wholemilk,root vegetables,wholemilk,frozen vegetables,domesticeggs,frozen vegetables,curd,root vegetables
frankfurter,wholemilk,root vegetables,wholemilk,root vegetables,tropicalfruit,,,
frankfurter,wholemilk,root vegetables,wholemilk,,,,,
frankfurter,wholemilk,root vegetables,yogurt,pork,wholemilk,,,
frankfurter,wholemilk,soft cheese,,wholemilk,soft cheese,,,
frankfurter,wholemilk,specialty chocolate,yogurt,buttermilk,wholemilk,,,
frankfurter,wholemilk,tropicalfruit,domesticeggs,curd,tropicalfruit,,,
frankfurter,wholemilk,tropicalfruit,,root vegetables,wholemilk,,,
frankfurter,wholemilk,tropicalfruit,wholemilk,,,,,
frankfurter,wholemilk,tropicalfruit,wholemilk,,,,,
frankfurter,wholemilk,tropicalfruit,yogurt,wholemilk,wholemilk,,,
frankfurter,wholemilk,tropicalfruit,yogurt,,,,,
frankfurter,wholemilk,wholemilk,butter,citrusfruit,specialty chocolate,,,
frankfurter,wholemilk,wholemilk,curd,root vegetables,brownbread,,,
frankfurter,wholemilk,wholemilk,,rolls/buns,wholemilk,,,
frankfurter,wholemilk,wholemilk,,,,,,
frankfurter,wholemilk,wholemilk,,brownbread,root vegetables,,,
frankfurter,wholemilk,wholemilk,,,,,,
frankfurter,wholemilk,wholemilk,,tropicalfruit,yogurt,,,
frankfurter,wholemilk,wholemilk,wholemilk,frozen fish,flour,,,
frankfurter,wholemilk,wholemilk,wholemilk,yogurt,wholemilk,root vegetables,butter,other vegetables
frankfurter,wholemilk,wholemilk,wholemilk,,,,,
frankfurter,wholemilk,wholemilk,yogurt,root vegetables,wholemilk,,,
frankfurter,wholemilk,wholemilk,yogurt,wholemilk,yogurt,wholemilk,citrusfruit,other vegetables
frankfurter,wholemilk,wholemilk,yogurt,,,,,
frankfurter,wholemilk,wholemilk,yogurt,,,,,
frankfurter,wholemilk,yogurt,curd,butter,yogurt,other vegetables,yogurt,other vegetables
frankfurter,wholemilk,yogurt,wholemilk,yogurt,curd,brownbread,other vegetables,root vegetables
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,wholemilk,,,,,,,
frankfurter,yogurt,brownbread,,,,,,
frankfurter,yogurt,brownbread,,wholemilk,wholemilk,,,
frankfurter,yogurt,frozen potato products,wholemilk,,,,,
frankfurter,yogurt,hamburger meat,,tropicalfruit,,,,
frankfurter,yogurt,honey,curd,wholemilk,soft cheese,domesticeggs,wholemilk,soups
frankfurter,yogurt,meat spreads,wholemilk,wholemilk,other vegetables,,,
frankfurter,yogurt,other vegetables,wholemilk,wholemilk,,,,
frankfurter,yogurt,other vegetables,wholemilk,,,,,
frankfurter,yogurt,pip fruit,,rolls/buns,domesticeggs,,,
frankfurter,yogurt,pip fruit,domesticeggs,root vegetables,yogurt,,,
frankfurter,yogurt,root vegetables,yogurt,wholemilk,yogurt,yogurt,wholemilk,yogurt
frankfurter,yogurt,specialty cheese,wholemilk,wholemilk,curd,,,
frankfurter,yogurt,tropicalfruit,,specialty cheese,fruit/vegetable juice,,,
frankfurter,yogurt,tropicalfruit,,,,,,
frankfurter,yogurt,wholemilk,brownbread,rolls/buns,curd,,,
frankfurter,yogurt,wholemilk,butter,,,,,
frankfurter,yogurt,wholemilk,curd,yogurt,other vegetables,brownbread,wholemilk,buttermilk
frankfurter,yogurt,wholemilk,wholemilk,,,,,
frankfurter,yogurt,yogurt,curd,buttermilk,frozen meals,wholemilk,curd,wholemilk
frankfurter,yogurt,,,,,,,
frankfurter,yogurt,,,,,,,
frankfurter,yogurt,,,,,,,
frankfurter,yogurt,,,,,,,
frankfurter,yogurt,,,,,,,
frankfurter,yogurt,,,,,,,
frankfurter,yogurt,,,,,,,
frankfurter,yogurt,,,,,,,
frankfurter,yogurt,,,,,,,
frankfurter,yogurt,,,,,,,
frankfurter,yogurt,,,,,,,
frankfurter,yogurt,,,,,,,
frankfurter,yogurt,,,,,,,
fruit/vegetable juice,beef,beef,domesticeggs,citrusfruit,butter,frozen vegetables,,
fruit/vegetable juice,beef,citrusfruit,tropicalfruit,rolls/buns,wholemilk,frozen vegetables,yogurt,root vegetables
fruit/vegetable juice,beef,flour,curd,,,,,
fruit/vegetable juice,beef,other vegetables,curd,domesticeggs,curd,other vegetables,yogurt,pip fruit
fruit/vegetable juice,beef,other vegetables,yogurt,,,,,
fruit/vegetable juice,canned vegetables,,,,,,,
fruit/vegetable juice,citrusfruit,other vegetables,domesticeggs,butter,cannedfish,,,
fruit/vegetable juice,citrusfruit,,,,,,,
fruit/vegetable juice,cream cheese ,wholemilk,wholemilk,,,,,
fruit/vegetable juice,curd,,,,,,,
,,,wholemilk,rolls/buns,,,,
fruit/vegetable juice,frozen meals,wholemilk,domesticeggs,citrusfruit,root vegetables,,,
fruit/vegetable juice,fruit/vegetable juice,tropicalfruit,,,,,,
fruit/vegetable juice,hamburger meat,cannedfish,wholemilk,beef,other vegetables,,,
fruit/vegetable juice,hamburger meat,domesticeggs,domesticeggs,yogurt,grapes,,,
fruit/vegetable juice,hamburger meat,other vegetables,wholemilk,yogurt,citrusfruit,,,
fruit/vegetable juice,hamburger meat,pip fruit,wholemilk,,,,,
fruit/vegetable juice,hamburger meat,,,,,,,
fruit/vegetable juice,meat,other vegetables,,,,,,
fruit/vegetable juice,rolls/buns,other vegetables,,wholemilk,frozen vegetables,yogurt,yogurt,domesticeggs
fruit/vegetable juice,rolls/buns,pip fruit,wholemilk,wholemilk,,,,
fruit/vegetable juice,rolls/buns,yogurt,wholemilk,,,,,
fruit/vegetable juice,root vegetables,domesticeggs,grapes,frozen meals,domesticeggs,,,
fruit/vegetable juice,root vegetables,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,
fruit/vegetable juice,soft cheese,,,,,,,
fruit/vegetable juice,tropicalfruit,fruit/vegetable juice,wholemilk,tropicalfruit,wholemilk,spread cheese,beef,pip fruit
fruit/vegetable juice,tropicalfruit,root vegetables,wholemilk,,,,,
fruit/vegetable juice,tropicalfruit,,,,,,,
fruit/vegetable juice,wholemilk,,,,,,,
fruit/vegetable juice,wholemilk,,,,,,,
fruit/vegetable juice,wholemilk,,,,,,,
fruit/vegetable juice,wholemilk,,,,,,,
fruit/vegetable juice,wholemilk,,,,,,,
fruit/vegetable juice,wholemilk,,,,,,,
fruit/vegetable juice,yogurt,butter,,beef,citrusfruit,,,
fruit/vegetable juice,yogurt,yogurt,buttermilk,,,,,
fruit/vegetable juice,yogurt,yogurt,wholemilk,,,,,
fruit/vegetable juice,yogurt,,,,,,,
hamburger meat,beef,domesticeggs,,,,,,
